0	2.5617E-06
0.005	2.60337E-06
0.01	2.63486E-06
0.015	2.66937E-06
0.02	2.73393E-06
0.025	2.76109E-06
0.03	2.75935E-06
0.035	2.80778E-06
0.04	2.87952E-06
0.045	2.96282E-06
0.05	2.90417E-06
0.055	2.8508E-06
0.06	2.97711E-06
0.065	3.02753E-06
0.07	2.95744E-06
0.075	2.91865E-06
0.08	3.13477E-06
0.085	3.32978E-06
0.09	3.30899E-06
0.095	3.12168E-06
0.1	3.19112E-06
0.105	3.65037E-06
0.11	3.42341E-06
0.115	3.0562E-06
0.12	3.13046E-06
0.125	3.49602E-06
0.13	3.74543E-06
0.135	3.14677E-06
0.14	3.2599E-06
0.145	3.94506E-06
0.15	3.8638E-06
0.155	3.21086E-06
0.16	2.89189E-06
0.165	3.97746E-06
0.17	4.5156E-06
0.175	3.78729E-06
0.18	3.12968E-06
0.185	4.02401E-06
0.19	5.23167E-06
0.195	3.69147E-06
0.2	2.54048E-06
0.205	3.5608E-06
0.21	4.91371E-06
0.215	4.53087E-06
0.22	2.95325E-06
0.225	4.71155E-06
0.23	6.7814E-06
0.235	5.18073E-06
0.24	1.88342E-06
0.245	2.34399E-06
0.25	6.50247E-06
0.255	4.62694E-06
0.26	9.18663E-07
0.265	2.44191E-06
0.27	6.0941E-06
0.275	6.02608E-06
0.28	1.44137E-06
0.285	2.68888E-06
0.29	6.85671E-06
0.295	5.72224E-06
0.3	8.57036E-07
0.305	3.88194E-07
0.31	6.08157E-06
0.315	4.53854E-06
0.32	-5.93981E-07
0.325	9.47957E-07
0.33	7.90576E-06
0.335	8.46363E-06
0.34	-8.34299E-07
0.345	-3.20118E-06
0.35	1.49681E-06
0.355	3.78985E-06
0.36	-8.02526E-07
0.365	-2.13586E-06
0.37	8.05032E-06
0.375	9.81841E-06
0.38	1.95486E-06
0.385	-3.38507E-07
0.39	6.84084E-06
0.395	1.08839E-05
0.4	3.03007E-06
0.405	9.78212E-07
0.41	1.01891E-05
0.415	1.54964E-05
0.42	5.1314E-06
0.425	-3.54095E-06
0.43	6.07465E-06
0.435	1.04208E-05
0.44	3.91066E-06
0.445	-2.1637E-06
0.45	2.86907E-06
0.455	1.18732E-05
0.46	2.26275E-07
0.465	-9.58987E-06
0.47	2.10413E-07
0.475	1.25284E-05
0.48	8.40354E-06
0.485	-4.70471E-06
0.49	5.03969E-07
0.495	6.40503E-06
0.5	1.46557E-07
0.505	-6.66879E-06
0.51	1.53316E-06
0.515	1.95117E-05
0.52	1.59999E-05
0.525	3.57084E-06
0.53	4.67654E-07
0.535	7.5947E-06
0.54	4.01545E-06
0.545	-9.84038E-06
0.55	-2.16353E-07
0.555	1.64717E-05
0.56	2.16466E-05
0.565	5.88325E-06
0.57	-8.24803E-06
0.575	3.8315E-06
0.58	4.48782E-06
0.585	-3.21522E-06
0.59	-2.88671E-06
0.595	4.20913E-06
0.6	6.72725E-06
0.605	-1.10393E-05
0.61	-1.86929E-05
0.615	-4.77377E-06
0.62	7.23694E-06
0.625	3.07455E-06
0.63	3.42994E-06
0.635	1.44357E-05
0.64	7.87036E-06
0.645	-1.0477E-05
0.65	-2.18528E-05
0.655	1.00815E-06
0.66	3.1959E-05
0.665	2.60921E-05
0.67	1.61055E-05
0.675	1.70688E-05
0.68	2.6968E-05
0.685	1.46321E-05
0.69	-1.21542E-05
0.695	-4.81278E-06
0.7	8.02987E-06
0.705	1.37866E-05
0.71	7.71642E-06
0.715	5.60434E-06
0.72	1.50432E-05
0.725	-4.11576E-07
0.73	-2.22726E-05
0.735	-2.70447E-05
0.74	-9.8551E-06
0.745	1.47026E-06
0.75	-1.03216E-05
0.755	-1.34946E-05
0.76	-4.96947E-06
0.765	8.08392E-06
0.77	-2.58117E-06
0.775	-9.0411E-06
0.78	9.09881E-06
0.785	1.10287E-06
0.79	-2.73321E-05
0.795	-5.18733E-05
0.8	-3.40127E-05
0.805	1.9856E-06
0.81	1.24616E-05
0.815	2.22285E-05
0.82	3.59289E-05
0.825	5.31356E-05
0.83	2.42408E-05
0.835	-2.90567E-05
0.84	-2.59259E-05
0.845	-1.6739E-06
0.85	6.86752E-06
0.855	-1.44455E-06
0.86	1.1321E-05
0.865	5.29396E-05
0.87	5.22853E-05
0.875	1.0171E-05
0.88	-1.0084E-05
0.885	1.38023E-05
0.89	9.43098E-06
0.895	-3.42738E-05
0.9	-2.97992E-05
0.905	3.25554E-05
0.91	7.29974E-05
0.915	3.14429E-05
0.92	-1.69748E-06
0.925	1.47704E-05
0.93	1.49734E-05
0.935	2.41123E-06
0.94	4.94613E-07
0.945	6.12362E-05
0.95	0.000103221
0.955	5.46137E-05
0.96	2.12497E-05
0.965	3.50076E-05
0.97	5.23856E-05
0.975	9.25477E-06
0.98	-1.00744E-05
0.985	6.56639E-05
0.99	0.000106049
0.995	6.36355E-05
1	3.68874E-06
1.005	1.28471E-05
1.01	4.13663E-05
1.015	8.33027E-06
1.02	-3.10629E-05
1.025	-1.82321E-05
1.03	1.69496E-05
1.035	-2.50677E-05
1.04	-5.96105E-05
1.045	5.46668E-06
1.05	7.28733E-05
1.055	6.56835E-05
1.06	-2.319E-06
1.065	-1.47023E-05
1.07	-9.97539E-06
1.075	-8.22458E-05
1.08	-0.000135582
1.085	-9.47809E-05
1.09	6.15059E-06
1.095	4.4677E-05
1.1	7.66531E-06
1.105	-6.13622E-06
1.11	-1.34359E-05
1.115	-7.36926E-05
1.12	-0.000164303
1.125	-0.000157163
1.13	-5.56545E-05
1.135	2.87794E-06
1.14	-7.02634E-06
1.145	-3.07143E-05
1.15	-1.43932E-05
1.155	-4.19862E-05
1.16	-0.000114458
1.165	-0.000117532
1.17	-5.87357E-05
1.175	1.09045E-06
1.18	-1.02035E-05
1.185	-1.9917E-05
1.19	1.03403E-05
1.195	-1.19845E-05
1.2	-9.12301E-05
1.205	-0.00013355
1.21	-4.46913E-05
1.215	4.97016E-05
1.22	4.42043E-05
1.225	1.29564E-05
1.23	9.4903E-06
1.235	1.86533E-05
1.24	-3.87721E-05
1.245	-7.38011E-05
1.25	-3.5309E-06
1.255	8.97329E-05
1.26	0.000144578
1.265	0.000146247
1.27	0.000152764
1.275	0.000130768
1.28	5.6905E-05
1.285	1.41346E-05
1.29	0.000042762
1.295	0.000107792
1.3	8.81552E-05
1.305	2.32441E-05
1.31	1.43303E-05
1.315	4.07308E-05
1.32	4.70003E-05
1.325	-1.51619E-06
1.33	-5.4607E-06
1.335	0.000011022
1.34	-4.20202E-05
1.345	-0.000108168
1.35	-0.000111357
1.355	-3.98147E-05
1.36	-3.95175E-06
1.365	-1.89259E-05
1.37	-3.16171E-05
1.375	1.23495E-05
1.38	7.77087E-05
1.385	5.03359E-05
1.39	2.69941E-05
1.395	4.98087E-05
1.4	9.3441E-05
1.405	0.000100152
1.41	5.85924E-05
1.415	9.54429E-05
1.42	0.000152394
1.425	0.000159571
1.43	0.000102931
1.435	5.71406E-05
1.44	7.00568E-05
1.445	1.54403E-05
1.45	-7.42689E-05
1.455	-0.000115673
1.46	-4.20393E-05
1.465	1.8673E-05
1.47	-6.49036E-05
1.475	-9.36262E-05
1.48	-1.80012E-05
1.485	6.89035E-05
1.49	3.69527E-05
1.495	-5.30429E-05
1.5	-2.27906E-05
1.505	-3.89768E-06
1.51	-6.90591E-05
1.515	-0.00014575
1.52	-0.000122902
1.525	-6.76558E-05
1.53	-0.000145004
1.535	-0.000199918
1.54	-0.000128679
1.545	-4.87634E-05
1.55	-0.000113295
1.555	-0.000234601
1.56	-0.000194384
1.565	-0.000117945
1.57	-0.000145385
1.575	-0.000209702
1.58	-0.000157537
1.585	-3.1456E-05
1.59	-7.31695E-05
1.595	-0.000188037
1.6	-0.000178272
1.605	-8.53643E-05
1.61	-0.000120599
1.615	-0.000243624
1.62	-0.000215749
